SIDO,GUGUN,DONG,ADD,latitude,longitude,,,,
부산,금정구,부곡3동,부산 금정구 부곡3동,35.2405475,129.0938883,,,,
부산,금정구,부곡4동,부산 금정구 부곡4동,35.2198558,129.0885283,,,,
부산,금정구,부곡동,부산 금정구 부곡동,35.2303619,129.0955619,,,,
부산,금정구,부산금정우체국사서함,부산 금정구 부산금정우체국사서함,35.2429921,129.0922773,,,,
부산,금정구,서1동,부산 금정구 서1동,35.2183002,129.0991384,,,,
부산,금정구,서2동,부산 금정구 서2동,35.2128849,129.104555,,,,
부산,금정구,서3동,부산 금정구 서3동,35.2153847,129.1074427,,,,
부산,금정구,서동,부산 금정구 서동,35.2175449,129.1027261,,,,
부산,금정구,선동,부산 금정구 선동,35.2693998,129.1122271,,,,
부산,금정구,오륜동,부산 금정구 오륜동,35.250396,129.1206681,,,,
부산,금정구,장전1동,부산 금정구 장전1동,35.2377146,129.0850562,,,,
부산,금정구,장전2동,부산 금정구 장전2동,35.225577,129.0821118,,,,
부산,금정구,장전3동,부산 금정구 장전3동,35.2274379,129.0855004,,,,
부산,금정구,장전동,부산 금정구 장전동,35.2352909,129.0745646,,,,
부산,금정구,청룡동,부산 금정구 청룡동,35.28321,129.0661705,,,,
부산,금정구,회동동,부산 금정구 회동동,35.2380917,129.1291109,,,,
부산,기장군,기장읍,부산 기장군 기장읍,35.2387394,129.215817,,,,
부산,기장군,일광면,부산 기장군 일광면,35.2638381,129.2322589,,,,
부산,기장군,장안읍,부산 기장군 장안읍,35.313761,129.2439793,,,,
부산,기장군,정관면,부산 기장군 정관면,35.325549,129.1803043,,,,
부산,기장군,철마면,부산 기장군 철마면,35.2750154,129.149806,,,,
부산,남구,감만1동,부산 남구 감만1동,35.1168678,129.0806149,,,,
부산,남구,감만2동,부산 남구 감만2동,35.1225612,129.0845034,,,,
부산,남구,감만동,부산 남구 감만동,35.1120502,129.0809651,,,,
부산,남구,대연1동,부산 남구 대연1동,35.134505,129.0934742,,,,
부산,남구,대연2동,부산 남구 대연2동,35.1345048,129.0841141,,,,
부산,남구,대연3동,부산 남구 대연3동,35.1347551,129.1004736,,,,
부산,남구,대연4동,부산 남구 대연4동,35.1298105,129.0913635,,,,
부산,남구,대연5동,부산 남구 대연5동,35.1384765,129.0901134,,,,
부산,남구,대연6동,부산 남구 대연6동,35.1349208,129.0836701,,,,
부산,남구,대연동,부산 남구 대연동,35.1414268,129.0932454,,,,
부산,남구,문현1동,부산 남구 문현1동,35.1425306,129.0713101,,,,
부산,남구,문현2동,부산 남구 문현2동,35.1452803,129.0686712,,,,
부산,남구,문현3동,부산 남구 문현3동,35.1381152,129.0716712,,,,
부산,남구,문현4동,부산 남구 문현4동,35.1344543,129.0671684,,,,
부산,남구,문현동,부산 남구 문현동,35.1442273,129.0731356,,,,
부산,남구,용당동,부산 남구 용당동,35.1165463,129.0966359,,,,
부산,남구,용호1동,부산 남구 용호1동,35.1207569,129.1090012,,,,
부산,남구,용호2동,부산 남구 용호2동,35.1148407,129.1134449,,,,
부산,남구,용호3동,부산 남구 용호3동,35.1209789,129.1128068,,,,
부산,남구,용호4동,부산 남구 용호4동,35.1132018,129.1104452,,,,
부산,남구,용호동,부산 남구 용호동,35.1155121,129.115598,,,,
부산,남구,우암1동,부산 남구 우암1동,35.1249498,129.0758101,,,,
부산,남구,우암2동,부산 남구 우암2동,35.1296711,129.0706985,,,,
부산,남구,우암동,부산 남구 우암동,35.1263344,129.0761011,,,,
부산,동구,동부산우체국사서함,부산 동구 동부산우체국사서함,35.138337,129.0624217,,,,
부산,동구,범일1동,부산 동구 범일1동,35.1394197,129.0560616,,,,
부산,동구,범일2동,부산 동구 범일2동,35.1350873,129.0597833,,,,
부산,동구,범일4동,부산 동구 범일4동,35.1416424,129.0532558,,,,
부산,동구,범일5동,부산 동구 범일5동,35.125095,129.0580511,,,,
부산,동구,범일동,부산 동구 범일동,35.1361716,129.0609,,,,
부산,동구,수정1동,부산 동구 수정1동,35.1253941,129.0423132,,,,
부산,동구,수정2동,부산 동구 수정2동,35.1299486,129.0426461,,,,
부산,동구,수정4동,부산 동구 수정4동,35.1270879,129.0407853,,,,
부산,동구,수정5동,부산 동구 수정5동,35.1338091,129.042396,,,,
부산,동구,수정동,부산 동구 수정동,35.1320345,129.0400708,,,,
부산,동구,좌천1동,부산 동구 좌천1동,35.1313655,129.0491734,,,,
부산,동구,좌천4동,부산 동구 좌천4동,35.1366699,129.0488393,,,,
부산,동구,좌천동,부산 동구 좌천동,35.1319858,129.052792,,,,
부산,동구,초량1동,부산 동구 초량1동,35.1139504,129.0368971,,,,
부산,동구,초량2동,부산 동구 초량2동,35.1165331,129.0385078,,,,
부산,동구,초량3동,부산 동구 초량3동,35.1213105,129.0398136,,,,
부산,동구,초량6동,부산 동구 초량6동,35.125999,129.0345024,,,,
부산,동구,초량동,부산 동구 초량동,35.119465,129.0354557,,,,
부산,동래구,낙민동,부산 동래구 낙민동,35.1969631,129.0926192,,,,
부산,동래구,동래우체국사서함,부산 동래구 동래우체국사서함,35.2089679,129.0819735,,,,
부산,동래구,명륜동,부산 동래구 명륜동,35.2122433,129.0861121,,,,
부산,동래구,명장1동,부산 동래구 명장1동,35.2047189,129.1042493,,,,
부산,동래구,명장2동,부산 동래구 명장2동,35.2079965,129.1023604,,,,
부산,동래구,명장동,부산 동래구 명장동,35.2073963,129.1018461,,,,
부산,동래구,복천동,부산 동래구 복천동,35.2067407,129.088475,,,,
부산,동래구,사직1동,부산 동래구 사직1동,35.1990238,129.0620864,,,,
부산,동래구,사직2동,부산 동래구 사직2동,35.2002465,129.0569478,,,,
부산,동래구,사직3동,부산 동래구 사직3동,35.1994689,129.0694747,,,,
부산,동래구,사직동,부산 동래구 사직동,35.1990248,129.0557195,,,,
부산,동래구,수안동,부산 동래구 수안동,35.1975084,129.0846794,,,,
부산,동래구,안락1동,부산 동래구 안락1동,35.1971087,129.098639,,,,
부산,동래구,안락2동,부산 동래구 안락2동,35.1977198,129.1099989,,,,
부산,동래구,안락동,부산 동래구 안락동,35.1964295,129.1034921,,,,
부산,동래구,온천1동,부산 동래구 온천1동,35.2200216,129.0801401,,,,
부산,동래구,온천2동,부산 동래구 온천2동,35.2079679,129.0729741,,,,
부산,동래구,온천3동,부산 동래구 온천3동,35.2048852,129.0662528,,,,
부산,동래구,온천동,부산 동래구 온천동,35.2131199,129.0656075,,,,
부산,동래구,칠산동,부산 동래구 칠산동,35.2035445,129.0914234,,,,
부산,부산진구,가야1동,부산 부산진구 가야1동,35.1549176,129.0416175,,,,
부산,부산진구,가야2동,부산 부산진구 가야2동,35.149752,129.0289798,,,,
부산,부산진구,가야3동,부산 부산진구 가야3동,35.1532787,129.0342572,,,,
부산,부산진구,가야동,부산 부산진구 가야동,35.1467577,129.0319501,,,,
부산,부산진구,개금1동,부산 부산진구 개금1동,35.1526955,129.0219524,,,,
부산,부산진구,개금2동,부산 부산진구 개금2동,35.1449184,129.0195088,,,,
부산,부산진구,개금3동,부산 부산진구 개금3동,35.1557512,129.0219253,,,,
부산,부산진구,개금동,부산 부산진구 개금동,35.1602794,129.0212158,,,,
부산,부산진구,당감1동,부산 부산진구 당감1동,35.1627507,129.0400344,,,,
부산,부산진구,당감2동,부산 부산진구 당감2동,35.1578904,129.0478668,,,,
부산,부산진구,당감3동,부산 부산진구 당감3동,35.1644444,129.0356738,,,,
부산,부산진구,당감4동,부산 부산진구 당감4동,35.167944,129.0365066,,,,
부산,부산진구,당감동,부산 부산진구 당감동,35.1686113,129.027347,,,,
부산,부산진구,범전동,부산 부산진구 범전동,35.1677336,129.0623204,,,,
부산,부산진구,범천1동,부산 부산진구 범천1동,35.1470029,129.0609769,,,,
부산,부산진구,범천2동,부산 부산진구 범천2동,35.1465299,129.0561994,,,,
부산,부산진구,범천4동,부산 부산진구 범천4동,35.1517791,129.048145,,,,
부산,부산진구,범천동,부산 부산진구 범천동,35.1486628,129.051551,,,,
부산,부산진구,부산진우체국사서함,부산 부산진구 부산진우체국사서함,35.1549178,129.0351182,,,,
부산,부산진구,부암1동,부산 부산진구 부암1동,35.1632228,129.0493116,,,,
부산,부산진구,부암3동,부산 부산진구 부암3동,35.1689999,129.0396453,,,,
부산,부산진구,부암동,부산 부산진구 부암동,35.1753203,129.0335394,,,,
부산,부산진구,부전1동,부산 부산진구 부전1동,35.1603343,129.0586158,,,,
부산,부산진구,부전2동,부산 부산진구 부전2동,35.1525852,129.0567831,,,,
부산,부산진구,부전동,부산 부산진구 부전동,35.1568124,129.0588155,,,,
부산,부산진구,양정1동,부산 부산진구 양정1동,35.1744997,129.0643648,,,,
부산,부산진구,양정2동,부산 부산진구 양정2동,35.1728331,129.0756698,,,,
부산,부산진구,양정동,부산 부산진구 양정동,35.1717241,129.0718241,,,,
부산,부산진구,연지동,부산 부산진구 연지동,35.1727497,129.052755,,,,
부산,부산진구,전포1동,부산 부산진구 전포1동,35.1543632,129.0673931,,,,
부산,부산진구,전포2동,부산 부산진구 전포2동,35.1617233,129.066143,,,,
부산,부산진구,전포3동,부산 부산진구 전포3동,35.1512795,129.0664213,,,,
부산,부산진구,전포동,부산 부산진구 전포동,35.157532,129.071468,,,,
부산,부산진구,초읍동,부산 부산진구 초읍동,35.1870883,129.0386591,,,,
부산,북구,구포1동,부산 북구 구포1동,35.2064388,129.0011199,,,,
부산,북구,구포2동,부산 북구 구포2동,35.2026612,128.9979533,,,,
부산,북구,구포3동,부산 북구 구포3동,35.1948853,129.0087865,,,,
부산,북구,구포동,부산 북구 구포동,35.1996619,129.0070377,,,,
부산,북구,금곡동,부산 북구 금곡동,35.2502118,129.0127846,,,,
부산,북구,덕천1동,부산 북구 덕천1동,35.2124104,129.0166463,,,,
부산,북구,덕천2동,부산 북구 덕천2동,35.2123552,129.0079521,,,,
부산,북구,덕천3동,부산 북구 덕천3동,35.2099107,129.0174512,,,,
부산,북구,덕천동,부산 북구 덕천동,35.2121935,129.0140087,,,,
부산,북구,만덕1동,부산 북구 만덕1동,35.2134666,129.0363114,,,,
부산,북구,만덕2동,부산 북구 만덕2동,35.210134,129.0371164,,,,
부산,북구,만덕3동,부산 북구 만덕3동,35.2113557,129.0291451,,,,
부산,북구,만덕동,부산 북구 만덕동,35.2142958,129.0383023,,,,
부산,북구,북부산우체국사서함,부산 북구 북부산우체국사서함,35.2322693,129.0100629,,,,
부산,북구,화명1동,부산 북구 화명1동,35.2248538,129.0101465,,,,
부산,북구,화명2동,부산 북구 화명2동,35.2436567,129.0200621,,,,
부산,북구,화명3동,부산 북구 화명3동,35.2318529,129.0100073,,,,
부산,북구,화명동,부산 북구 화명동,35.2390538,129.0240141,,,,
부산,사상구,감전동,부산 사상구 감전동,35.1465302,128.9720728,,,,
부산,사상구,괘법동,부산 사상구 괘법동,35.1637496,128.9871783,,,,
부산,사상구,덕포1동,부산 사상구 덕포1동,35.1703317,128.9832615,,,,
부산,사상구,덕포2동,부산 사상구 덕포2동,35.1744702,128.9829004,,,,
부산,사상구,덕포동,부산 사상구 덕포동,35.1745572,128.9885677,,,,
부산,사상구,모라1동,부산 사상구 모라1동,35.1830248,128.9900661,,,,
부산,사상구,모라3동,부산 사상구 모라3동,35.1846363,128.9960099,,,,
부산,사상구,모라동,부산 사상구 모라동,35.1841406,128.9995033,,,,
부산,사상구,부산사상우체국사서함,부산 사상구 부산사상우체국사서함,35.1604163,128.9860671,,,,
부산,사상구,삼락동,부산 사상구 삼락동,35.1770248,128.9776229,,,,
부산,사상구,엄궁동,부산 사상구 엄궁동,35.1286694,128.9721807,,,,
부산,사상구,주례1동,부산 사상구 주례1동,35.1516952,128.9980107,,,,
부산,사상구,주례2동,부산 사상구 주례2동,35.1500846,129.0104535,,,,
부산,사상구,주례3동,부산 사상구 주례3동,35.1473628,129.0014545,,,,
부산,사상구,주례동,부산 사상구 주례동,35.150416,129.006358,,,,
부산,사상구,학장동,부산 사상구 학장동,35.1368483,128.9892922,,,,
부산,사하구,감천1동,부산 사하구 감천1동,35.0877859,129.0047898,,,,
부산,사하구,감천2동,부산 사하구 감천2동,35.0945911,129.0092612,,,,
부산,사하구,감천동,부산 사하구 감천동,35.0910972,129.0038545,,,,
부산,사하구,괴정1동,부산 사하구 괴정1동,35.0996462,128.9893459,,,,
부산,사하구,괴정2동,부산 사하구 괴정2동,35.103451,129.0039834,,,,
부산,사하구,괴정3동,부산 사하구 괴정3동,35.1003683,128.9981231,,,,
부산,사하구,괴정4동,부산 사하구 괴정4동,35.0991181,128.9831245,,,,
부산,사하구,괴정동,부산 사하구 괴정동,35.1021427,128.9945348,,,,
부산,사하구,구평동,부산 사하구 구평동,35.0818702,128.9877355,,,,
부산,사하구,다대1동,부산 사하구 다대1동,35.0591226,128.9712657,,,,
부산,사하구,다대2동,부산 사하구 다대2동,35.0634003,128.9821535,,,,
부산,사하구,다대동,부산 사하구 다대동,35.0556365,128.9674986,,,,
부산,사하구,당리동,부산 사하구 당리동,35.1028676,128.976597,,,,
부산,사하구,부산사하우체국사서함,부산 사하구 부산사하우체국사서함,35.1010343,128.9798193,,,,
부산,사하구,신평1동,부산 사하구 신평1동,35.090035,128.9742926,,,,
부산,사하구,신평2동,부산 사하구 신평2동,35.0946462,128.9594048,,,,
부산,사하구,신평동,부산 사하구 신평동,35.0910819,128.967099,,,,
부산,사하구,장림1동,부산 사하구 장림1동,35.0829807,128.9668764,,,,
부산,사하구,장림2동,부산 사하구 장림2동,35.0777595,128.972654,,,,
부산,사하구,장림동,부산 사하구 장림동,35.0768871,128.970675,,,,
부산,사하구,하단1동,부산 사하구 하단1동,35.1039502,128.9642371,,,,
부산,사하구,하단2동,부산 사하구 하단2동,35.1145319,128.9604592,,,,
부산,사하구,하단동,부산 사하구 하단동,35.1091589,128.9459498,,,,
부산,서구,남부민1동,부산 서구 남부민1동,35.0927306,129.0233159,,,,
부산,서구,남부민2동,부산 서구 남부민2동,35.0846485,129.0196215,,,,
부산,서구,남부민동,부산 서구 남부민동,35.0868477,129.0213065,,,,
부산,서구,동대신동1가,부산 서구 동대신동1가,35.11015,129.0219758,,,,
부산,서구,동대신동2가,부산 서구 동대신동2가,35.1128964,129.0223039,,,,
부산,서구,동대신동3가,부산 서구 동대신동3가,35.1241755,129.0215359,,,,
부산,서구,부민동1가,부산 서구 부민동1가,35.1036044,129.0206352,,,,
부산,서구,부민동2가,부산 서구 부민동2가,35.1036604,129.0193724,,,,
부산,서구,부민동3가,부산 서구 부민동3가,35.1035882,129.0164519,,,,
부산,서구,부용동1가,부산 서구 부용동1가,35.1063998,129.0207619,,,,
부산,서구,부용동2가,부산 서구 부용동2가,35.1068682,129.0181253,,,,
부산,서구,서대신동1가,부산 서구 서대신동1가,35.105289,129.0127711,,,,
부산,서구,서대신동2가,부산 서구 서대신동2가,35.1088179,129.0101733,,,,
부산,서구,서대신동3가,부산 서구 서대신동3가,35.1270353,129.0113636,,,,
부산,서구,아미동1가,부산 서구 아미동1가,35.1003198,129.0191379,,,,
부산,서구,아미동2가,부산 서구 아미동2가,35.1001902,129.0121982,,,,
부산,서구,암남동,부산 서구 암남동,35.0799261,129.0212884,,,,
부산,서구,초장동,부산 서구 초장동,35.0959802,129.0202881,,,,
부산,서구,충무동1가,부산 서구 충무동1가,35.0952948,129.0245658,,,,
부산,서구,충무동2가,부산 서구 충무동2가,35.095395,129.0222373,,,,
부산,서구,충무동3가,부산 서구 충무동3가,35.0938441,129.0221978,,,,
부산,서구,토성동1가,부산 서구 토성동1가,35.0992229,129.0234398,,,,
부산,서구,토성동2가,부산 서구 토성동2가,35.1001031,129.0215316,,,,
부산,서구,토성동3가,부산 서구 토성동3가,35.1002789,129.0203263,,,,
부산,서구,토성동4가,부산 서구 토성동4가,35.0975491,129.0232236,,,,
부산,서구,토성동5가,부산 서구 토성동5가,35.0976977,129.0218582,,,,
부산,수영구,광안1동,부산 수영구 광안1동,35.162863,129.1123607,,,,
부산,수영구,광안2동,부산 수영구 광안2동,35.1537531,129.1125829,,,,
부산,수영구,광안3동,부산 수영구 광안3동,35.1679174,129.1135824,,,,
부산,수영구,광안4동,부산 수영구 광안4동,35.1550299,129.111389,,,,
부산,수영구,광안동,부산 수영구 광안동,35.1595722,129.1088482,,,,
부산,수영구,남부산우체국사서함,부산 수영구 남부산우체국사서함,35.1484622,129.1134463,,,,
부산,수영구,남천1동,부산 수영구 남천1동,35.1425594,129.1105564,,,,
부산,수영구,남천2동,부산 수영구 남천2동,35.1437813,129.114667,,,,
부산,수영구,남천동,부산 수영구 남천동,35.1433894,129.1103248,,,,
부산,수영구,망미1동,부산 수영구 망미1동,35.1745004,129.1010004,,,,
부산,수영구,망미2동,부산 수영구 망미2동,35.1752226,129.1152211,,,,
부산,수영구,망미동,부산 수영구 망미동,35.1713377,129.1002572,,,,
부산,수영구,민락동,부산 수영구 민락동,35.1599071,129.1268533,,,,
부산,수영구,수영동,부산 수영구 수영동,35.1704732,129.1160271,,,,
부산,연제구,거제1동,부산 연제구 거제1동,35.1947476,129.0807798,,,,
부산,연제구,거제2동,부산 연제구 거제2동,35.1872753,129.0702529,,,,
부산,연제구,거제3동,부산 연제구 거제3동,35.1840538,129.0730588,,,,
부산,연제구,거제4동,부산 연제구 거제4동,35.1789713,129.0677534,,,,
부산,연제구,거제동,부산 연제구 거제동,35.1878162,129.0631734,,,,
부산,연제구,연산1동,부산 연제구 연산1동,35.1888595,129.0914179,,,,
부산,연제구,연산2동,부산 연제구 연산2동,35.1799434,129.0792803,,,,
부산,연제구,연산3동,부산 연제구 연산3동,35.1733054,129.0941951,,,,
부산,연제구,연산4동,부산 연제구 연산4동,35.1862757,129.0848906,,,,
부산,연제구,연산5동,부산 연제구 연산5동,35.1844708,129.0760585,,,,
부산,연제구,연산6동,부산 연제구 연산6동,35.1788659,129.0857017,,,,
부산,연제구,연산8동,부산 연제구 연산8동,35.1871649,129.1009721,,,,
부산,연제구,연산9동,부산 연제구 연산9동,35.1886098,129.1048607,,,,
부산,연제구,연산동,부산 연제구 연산동,35.1816156,129.0882418,,,,
부산,영도구,남항동1가,부산 영도구 남항동1가,35.0901576,129.0393867,,,,
부산,영도구,남항동2가,부산 영도구 남항동2가,35.0881913,129.0384088,,,,
부산,영도구,남항동3가,부산 영도구 남항동3가,35.0857284,129.0369981,,,,
부산,영도구,대교동1가,부산 영도구 대교동1가,35.0924423,129.0386168,,,,
부산,영도구,대교동2가,부산 영도구 대교동2가,35.0916702,129.0410495,,,,
부산,영도구,대평동1가,부산 영도구 대평동1가,35.0912857,129.0352528,,,,
부산,영도구,대평동2가,부산 영도구 대평동2가,35.0926369,129.0326016,,,,
부산,영도구,동삼1동,부산 영도구 동삼1동,35.0749006,129.0683952,,,,
부산,영도구,동삼2동,부산 영도구 동삼2동,35.0678176,129.0806442,,,,
부산,영도구,동삼3동,부산 영도구 동삼3동,35.0847044,129.0683389,,,,
부산,영도구,동삼동,부산 영도구 동삼동,35.0744236,129.069341,,,,
부산,영도구,봉래동1가,부산 영도구 봉래동1가,35.0942342,129.040422,,,,
부산,영도구,봉래동2가,부산 영도구 봉래동2가,35.0963632,129.0430699,,,,
부산,영도구,봉래동3가,부산 영도구 봉래동3가,35.0931895,129.0444764,,,,
부산,영도구,봉래동4가,부산 영도구 봉래동4가,35.0917979,129.0490861,,,,
부산,영도구,봉래동5가,부산 영도구 봉래동5가,35.093259,129.0523956,,,,
부산,영도구,부산영도우체국사서함,부산 영도구 부산영도우체국사서함,35.0912316,129.0681448,,,,
부산,영도구,신선동1가,부산 영도구 신선동1가,35.0905001,129.0468151,,,,
부산,영도구,신선동2가,부산 영도구 신선동2가,35.0861514,129.0470499,,,,
부산,영도구,신선동3가,부산 영도구 신선동3가,35.0817036,129.0523174,,,,
부산,영도구,영선동1가,부산 영도구 영선동1가,35.0907305,129.0436413,,,,
부산,영도구,영선동2가,부산 영도구 영선동2가,35.0880672,129.0425251,,,,
부산,영도구,영선동3가,부산 영도구 영선동3가,35.0859207,129.0412723,,,,
부산,영도구,영선동4가,부산 영도구 영선동4가,35.0796208,129.0447124,,,,
부산,영도구,청학1동,부산 영도구 청학1동,35.0968978,129.0583395,,,,
부산,영도구,청학2동,부산 영도구 청학2동,35.0918985,129.065728,,,,
부산,영도구,청학동,부산 영도구 청학동,35.0911395,129.0615476,,,,
부산,중구,광복동1가,부산 중구 광복동1가,35.098765,129.0344655,,,,
부산,중구,광복동2가,부산 중구 광복동2가,35.1001101,129.0324781,,,,
부산,중구,광복동3가,부산 중구 광복동3가,35.1005433,129.0313275,,,,
부산,중구,남포동1가,부산 중구 남포동1가,35.0973759,129.0348656,,,,
부산,중구,남포동2가,부산 중구 남포동2가,35.0982286,129.0326274,,,,
부산,중구,남포동3가,부산 중구 남포동3가,35.098948,129.0292207,,,,
부산,중구,남포동4가,부산 중구 남포동4가,35.0973204,129.0318844,,,,
부산,중구,남포동5가,부산 중구 남포동5가,35.0974516,129.0294937,,,,
부산,중구,남포동6가,부산 중구 남포동6가,35.0972018,129.0269369,,,,
부산,중구,대창동1가,부산 중구 대창동1가,35.1080021,129.0362307,,,,
부산,중구,대창동2가,부산 중구 대창동2가,35.1116996,129.0376954,,,,
부산,중구,대청동1가,부산 중구 대청동1가,35.1042476,129.032792,,,,
부산,중구,대청동2가,부산 중구 대청동2가,35.1027677,129.0313055,,,,
부산,중구,대청동3가,부산 중구 대청동3가,35.1030354,129.0289593,,,,
부산,중구,대청동4가,부산 중구 대청동4가,35.1061643,129.0300016,,,,
부산,중구,동광동1가,부산 중구 동광동1가,35.0996265,129.0357079,,,,
부산,중구,동광동2가,부산 중구 동광동2가,35.1002039,129.0344977,,,,
부산,중구,동광동3가,부산 중구 동광동3가,35.1016663,129.0341087,,,,
부산,중구,동광동4가,부산 중구 동광동4가,35.103245,129.0342548,,,,
부산,중구,동광동5가,부산 중구 동광동5가,35.1074782,129.0336258,,,,
부산,중구,보수동1가,부산 중구 보수동1가,35.1064758,129.0263952,,,,
부산,중구,보수동2가,부산 중구 보수동2가,35.1050684,129.0235131,,,,
부산,중구,보수동3가,부산 중구 보수동3가,35.1042433,129.0224792,,,,
부산,중구,부산우체국사서함,부산 중구 부산우체국사서함,35.1034239,129.0360084,,,,
부산,중구,부평동1가,부산 중구 부평동1가,35.100758,129.0271072,,,,
부산,중구,부평동2가,부산 중구 부평동2가,35.1005241,129.0257874,,,,
부산,중구,부평동3가,부산 중구 부평동3가,35.101749,129.0245163,,,,
부산,중구,부평동4가,부산 중구 부평동4가,35.1023887,129.0228196,,,,
부산,중구,신창동1가,부산 중구 신창동1가,35.1011979,129.0305294,,,,
부산,중구,신창동2가,부산 중구 신창동2가,35.1010491,129.0294287,,,,
부산,중구,신창동3가,부산 중구 신창동3가,35.1010767,129.0288529,,,,
부산,중구,신창동4가,부산 중구 신창동4가,35.1015788,129.0282481,,,,
부산,중구,영주1동,부산 중구 영주1동,35.1110897,129.0350363,,,,
부산,중구,영주2동,부산 중구 영주2동,35.1117005,129.0318696,,,,
부산,중구,영주동,부산 중구 영주동,35.1120664,129.0315782,,,,
부산,중구,중앙동1가,부산 중구 중앙동1가,35.100721,129.035914,,,,
부산,중구,중앙동2가,부산 중구 중앙동2가,35.1022401,129.0355937,,,,
부산,중구,중앙동3가,부산 중구 중앙동3가,35.1033984,129.0355571,,,,
부산,중구,중앙동4가,부산 중구 중앙동4가,35.1087848,129.0385586,,,,
부산,중구,중앙동5가,부산 중구 중앙동5가,35.1023987,129.0371305,,,,
부산,중구,중앙동6가,부산 중구 중앙동6가,35.0998965,129.0372115,,,,
부산,중구,중앙동7가,부산 중구 중앙동7가,35.0983379,129.0375332,,,,
부산,중구,창선동1가,부산 중구 창선동1가,35.0995158,129.0303211,,,,
부산,중구,창선동2가,부산 중구 창선동2가,35.0995195,129.028601,,,,
부산,해운대구,반송1동,부산 해운대구 반송1동,35.2252453,129.1477727,,,,
부산,해운대구,반송2동,부산 해운대구 반송2동,35.2288001,129.1604934,,,,
부산,해운대구,반송3동,부산 해운대구 반송3동,35.2158757,129.1621707,,,,
부산,해운대구,반송동,부산 해운대구 반송동,35.226202,129.1513589,,,,
부산,해운대구,반여1동,부산 해운대구 반여1동,35.2017475,129.119137,,,,
부산,해운대구,반여2동,부산 해운대구 반여2동,35.1959424,129.1301081,,,,
부산,해운대구,반여3동,부산 해운대구 반여3동,35.2009979,129.1334687,,,,
부산,해운대구,반여4동,부산 해운대구 반여4동,35.2091626,129.117192,,,,
부산,해운대구,반여동,부산 해운대구 반여동,35.2038998,129.1330064,,,,
부산,해운대구,석대동,부산 해운대구 석대동,35.2253983,129.1354007,,,,
부산,해운대구,송정동,부산 해운대구 송정동,35.1895773,129.1991164,,,,
부산,해운대구,우1동,부산 해운대구 우1동,35.1628078,129.1580784,,,,
부산,해운대구,우2동,부산 해운대구 우2동,35.1712235,129.1399689,,,,
부산,해운대구,우동,부산 해운대구 우동,35.1727865,129.1466518,,,,
부산,해운대구,재송1동,부산 해운대구 재송1동,35.1841107,129.1234151,,,,
부산,해운대구,재송2동,부산 해운대구 재송2동,35.1896381,129.1253037,,,,
부산,해운대구,재송동,부산 해운대구 재송동,35.1845541,129.1299107,,,,
부산,해운대구,좌1동,부산 해운대구 좌1동,35.1711962,129.1739937,,,,
부산,해운대구,좌2동,부산 해운대구 좌2동,35.1691136,129.182604,,,,
부산,해운대구,좌3동,부산 해운대구 좌3동,35.1722519,129.1666884,,,,
부산,해운대구,좌4동,부산 해운대구 좌4동,35.1779734,129.1760493,,,,
부산,해운대구,좌동,부산 해운대구 좌동,35.1838918,129.1763937,,,,
부산,해운대구,중1동,부산 해운대구 중1동,35.16253,129.1642449,,,,
부산,해운대구,중2동,부산 해운대구 중2동,35.1618644,129.1799104,,,,
부산,해운대구,중동,부산 해운대구 중동,35.1613372,129.1821065,,,,
부산,해운대구,해운대우체국사서함,부산 해운대구 해운대우체국사서함,35.1706408,129.1744659,,,,
서울,강남구,개포1동,서울 강남구 개포1동,37.4817688,127.0576308,,,,
서울,강남구,개포2동,서울 강남구 개포2동,37.4896011,127.0687685,,,,
서울,강남구,개포4동,서울 강남구 개포4동,37.4788251,127.0515205,,,,
서울,강남구,개포동,서울 강남구 개포동,37.4789643,127.0609282,,,,
서울,강남구,논현1동,서울 강남구 논현1동,37.5115147,127.0283828,,,,
서울,강남구,논현2동,서울 강남구 논현2동,37.5172921,127.0371878,,,,
서울,강남구,논현동,서울 강남구 논현동,37.5135304,127.0315341,,,,
서울,강남구,대치1동,서울 강남구 대치1동,37.4932114,127.0567416,,,,
서울,강남구,대치2동,서울 강남구 대치2동,37.5021274,127.0641296,,,,
서울,강남구,대치4동,서울 강남구 대치4동,37.4997386,127.0577693,,,,
서울,강남구,대치동,서울 강남구 대치동,37.4994914,127.0610527,,,,
서울,강남구,도곡1동,서울 강남구 도곡1동,37.4908234,127.0382995,,,,
서울,강남구,도곡2동,서울 강남구 도곡2동,37.4824625,127.0430492,,,,
서울,강남구,도곡동,서울 강남구 도곡동,37.4898434,127.0438136,,,,
서울,강남구,무역센터우체국사서함,서울 강남구 무역센터우체국사서함,37.5103487,127.0609353,,,,
서울,강남구,삼성1동,서울 강남구 삼성1동,37.5117931,127.0553802,,,,
서울,강남구,삼성2동,서울 강남구 삼성2동,37.511098,127.0459091,,,,
서울,강남구,삼성동,서울 강남구 삼성동,37.5139848,127.0565207,,,,
서울,강남구,서울강남우체국사서함,서울 강남구 서울강남우체국사서함,37.493456,127.078128,,,,
서울,강남구,서울영동우체국사서함,서울 강남구 서울영동우체국사서함,37.51407,127.032438,,,,
서울,강남구,세곡동,서울 강남구 세곡동,37.4692712,127.1073203,,,,
서울,강남구,수서동,서울 강남구 수서동,37.4864403,127.0961272,,,,
